name, nr_of_swaps, nr_of_comparison, time_secondsselectSort, 100, 99, 4950, 0.000000
heapSort, 4600, 51963, 108526, 0.001000
quickSort, 4600, 35624, 64445, 0.000000
selectSort, 4700, 4699, 11042650, 0.024000
insertionSort, 4700, 5566727, 5562028, 0.014000
heapSort, 4700, 53282, 111264, 0.001000
quickSort, 4700, 34151, 61624, 0.001000
selectSort, 4800, 4799, 11517600, 0.023000
insertionSort, 4800, 5791170, 5786371, 0.015000
heapSort, 4800, 54471, 113742, 0.001000
quickSort, 4800, 36484, 67438, 0.001000
selectSort, 4900, 4899, 12002550, 0.025000
insertionSort, 4900, 6146987, 6142088, 0.016000
heapSort, 4900, 55666, 116232, 0.001000
quickSort, 4900, 40716, 72445, 0.001000
selectSort, 5000, 4999, 12497500, 0.026000
insertionSort, 5000, 6328522, 6323523, 0.017000
heapSort, 5000, 57049, 119098, 0.001000
quickSort, 5000, 46166, 75258, 0.000000
selectSort, 5100, 5099, 13002450, 0.028000
insertionSort, 5100, 6486973, 6481874, 0.017000
heapSort, 5100, 58318, 121736, 0.001000
quickSort, 5100, 36275, 70249, 0.000000
selectSort, 5200, 5199, 13517400, 0.029000
insertionSort, 5200, 6799462, 6794263, 0.018000
heapSort, 5200, 59673, 124546, 0.000000
quickSort, 5200, 43129, 76330, 0.001000
selectSort, 5300, 5299, 14042350, 0.030000
insertionSort, 5300, 6976318, 6971019, 0.018000
heapSort, 5300, 61135, 127570, 0.001000
quickSort, 5300, 39598, 74541, 0.000000
selectSort, 5400, 5399, 14577300, 0.031000
insertionSort, 5400, 7226201, 7220802, 0.020000
heapSort, 5400, 62412, 130224, 0.001000
quickSort, 5400, 41200, 78283, 0.000000
selectSort, 5500, 5499, 15122250, 0.032000
insertionSort, 5500, 7645202, 7639703, 0.020000
heapSort, 5500, 63599, 132698, 0.001000
quickSort, 5500, 44684, 77517, 0.001000
selectSort, 5600, 5599, 15677200, 0.032000
insertionSort, 5600, 7835006, 7829407, 0.021000
heapSort, 5600, 64971, 135542, 0.001000
quickSort, 5600, 40997, 80875, 0.000000
selectSort, 5700, 5699, 16242150, 0.035000
insertionSort, 5700, 8185181, 8179482, 0.021000
heapSort, 5700, 66152, 138004, 0.001000
quickSort, 5700, 40931, 82210, 0.001000
selectSort, 5800, 5799, 16817100, 0.036000
insertionSort, 5800, 8564968, 8559169, 0.022000
heapSort, 5800, 67425, 140650, 0.001000
quickSort, 5800, 49465, 85128, 0.001000
selectSort, 5900, 5899, 17402050, 0.039000
insertionSort, 5900, 8671524, 8665625, 0.022000
heapSort, 5900, 68757, 143414, 0.001000
quickSort, 5900, 50840, 85401, 0.001000
selectSort, 6000, 5999, 17997000, 0.038000
insertionSort, 6000, 8984904, 8978905, 0.024000
heapSort, 6000, 70185, 146370, 0.001000
quickSort, 6000, 50763, 90489, 0.000000
selectSort, 6100, 6099, 18601950, 0.039000
insertionSort, 6100, 9305168, 9299069, 0.024000
heapSort, 6100, 71523, 149146, 0.001000
quickSort, 6100, 50034, 84468, 0.001000
selectSort, 6200, 6199, 19216900, 0.039000
insertionSort, 6200, 9671807, 9665608, 0.024000
heapSort, 6200, 72826, 151852, 0.002000
quickSort, 6200, 53798, 95724, 0.000000
selectSort, 6300, 6299, 19841850, 0.042000
insertionSort, 6300, 9833019, 9826720, 0.025000
heapSort, 6300, 74292, 154884, 0.001000
quickSort, 6300, 51664, 92343, 0.001000
selectSort, 6400, 6399, 20476800, 0.042000
insertionSort, 6400, 10155533, 10149134, 0.025000
heapSort, 6400, 75552, 157504, 0.002000
quickSort, 6400, 45269, 96903, 0.000000
selectSort, 6500, 6499, 21121750, 0.044000
insertionSort, 6500, 10581491, 10574992, 0.028000
heapSort, 6500, 76712, 159924, 0.001000
quickSort, 6500, 52565, 94250, 0.001000
selectSort, 6600, 6599, 21776700, 0.045000
insertionSort, 6600, 10884824, 10878225, 0.028000
heapSort, 6600, 78155, 162910, 0.001000
quickSort, 6600, 54656, 94770, 0.001000
selectSort, 6700, 6699, 22441650, 0.047000
insertionSort, 6700, 11415215, 11408516, 0.028000
heapSort, 6700, 79308, 165316, 0.002000
quickSort, 6700, 55931, 100125, 0.000000
selectSort, 6800, 6799, 23116600, 0.048000
insertionSort, 6800, 11652864, 11646065, 0.030000
heapSort, 6800, 80653, 168106, 0.002000
quickSort, 6800, 53372, 99808, 0.000000
selectSort, 6900, 6899, 23801550, 0.050000
insertionSort, 6900, 11943179, 11936280, 0.031000
heapSort, 6900, 82056, 171012, 0.002000
quickSort, 6900, 56710, 97991, 0.000000
selectSort, 7000, 6999, 24496500, 0.051000
insertionSort, 7000, 12083022, 12076023, 0.031000
heapSort, 7000, 83437, 173874, 0.002000
quickSort, 7000, 52104, 97549, 0.000000
selectSort, 7100, 7099, 25201450, 0.051000
insertionSort, 7100, 12698166, 12691067, 0.033000
heapSort, 7100, 84635, 176370, 0.001000
quickSort, 7100, 59384, 107308, 0.001000
selectSort, 7200, 7199, 25916400, 0.054000
insertionSort, 7200, 12903091, 12895892, 0.033000
heapSort, 7200, 86040, 179280, 0.001000
quickSort, 7200, 59041, 105234, 0.001000
selectSort, 7300, 7299, 26641350, 0.055000
insertionSort, 7300, 13211031, 13203732, 0.035000
heapSort, 7300, 87394, 182088, 0.001000
quickSort, 7300, 63059, 109140, 0.001000
selectSort, 7400, 7399, 27376300, 0.057000
insertionSort, 7400, 13677950, 13670551, 0.035000
heapSort, 7400, 88573, 184546, 0.002000
quickSort, 7400, 69431, 115165, 0.001000
selectSort, 7500, 7499, 28121250, 0.058000
insertionSort, 7500, 14030660, 14023161, 0.036000
heapSort, 7500, 90025, 187550, 0.002000
quickSort, 7500, 59876, 111208, 0.000000
selectSort, 7600, 7599, 28876200, 0.061000
insertionSort, 7600, 14337711, 14330112, 0.036000
heapSort, 7600, 91346, 190292, 0.001000
quickSort, 7600, 65957, 113312, 0.001000
selectSort, 7700, 7699, 29641150, 0.062000
insertionSort, 7700, 14762463, 14754764, 0.037000
heapSort, 7700, 92614, 192928, 0.002000
quickSort, 7700, 58970, 110919, 0.001000
selectSort, 7800, 7799, 30416100, 0.064000
insertionSort, 7800, 15481334, 15473535, 0.040000
heapSort, 7800, 93941, 195682, 0.002000
quickSort, 7800, 62991, 113186, 0.001000
selectSort, 7900, 7899, 31201050, 0.066000
insertionSort, 7900, 15611821, 15603922, 0.041000
heapSort, 7900, 95326, 198552, 0.002000
quickSort, 7900, 72579, 124918, 0.000000
selectSort, 8000, 7999, 31996000, 0.068000
insertionSort, 8000, 16130817, 16122818, 0.043000
heapSort, 8000, 96674, 201348, 0.001000
quickSort, 8000, 69822, 122317, 0.001000
selectSort, 8100, 8099, 32800950, 0.070000
insertionSort, 8100, 16248313, 16240214, 0.041000
heapSort, 8100, 97970, 204040, 0.002000
quickSort, 8100, 64480, 123600, 0.001000
selectSort, 8200, 8199, 33615900, 0.071000
insertionSort, 8200, 16946070, 16937871, 0.043000
heapSort, 8200, 99251, 206702, 0.001000
quickSort, 8200, 79450, 132951, 0.001000
selectSort, 8300, 8299, 34440850, 0.071000
insertionSort, 8300, 17186117, 17177818, 0.044000
heapSort, 8300, 100586, 209472, 0.001000
quickSort, 8300, 72992, 124734, 0.001000
selectSort, 8400, 8399, 35275800, 0.092000
insertionSort, 8400, 17614591, 17606192, 0.046000
heapSort, 8400, 102090, 212580, 0.002000
quickSort, 8400, 71992, 127686, 0.001000
selectSort, 8500, 8499, 36120750, 0.073000
insertionSort, 8500, 18220557, 18212058, 0.047000
heapSort, 8500, 103436, 215372, 0.001000
quickSort, 8500, 79258, 136605, 0.001000
selectSort, 8600, 8599, 36975700, 0.078000
insertionSort, 8600, 18440409, 18431810, 0.046000
heapSort, 8600, 104781, 218162, 0.001000
quickSort, 8600, 78270, 131868, 0.001000
selectSort, 8700, 8699, 37840650, 0.078000
insertionSort, 8700, 18897415, 18888716, 0.049000
heapSort, 8700, 106266, 221232, 0.001000
quickSort, 8700, 72566, 141099, 0.001000
selectSort, 8800, 8799, 38715600, 0.082000
insertionSort, 8800, 19531746, 19522947, 0.050000
heapSort, 8800, 107551, 223902, 0.002000
quickSort, 8800, 74885, 137039, 0.001000
selectSort, 8900, 8899, 39600550, 0.083000
insertionSort, 8900, 19789603, 19780704, 0.051000
heapSort, 8900, 108910, 226720, 0.001000
quickSort, 8900, 73524, 139771, 0.001000
selectSort, 9000, 8999, 40495500, 0.084000
insertionSort, 9000, 20157340, 20148341, 0.052000
heapSort, 9000, 110473, 229946, 0.001000
quickSort, 9000, 99777, 162340, 0.002000
selectSort, 9100, 9099, 41400450, 0.084000
insertionSort, 9100, 20892506, 20883407, 0.054000
heapSort, 9100, 111589, 232278, 0.002000
quickSort, 9100, 82439, 139808, 0.001000
selectSort, 9200, 9199, 42315400, 0.089000
insertionSort, 9200, 20982815, 20973616, 0.054000
heapSort, 9200, 113162, 235524, 0.002000
quickSort, 9200, 74480, 132939, 0.001000
selectSort, 9300, 9299, 43240350, 0.089000
insertionSort, 9300, 21734514, 21725215, 0.056000
heapSort, 9300, 114521, 238342, 0.002000
quickSort, 9300, 70710, 139513, 0.001000
selectSort, 9400, 9399, 44175300, 0.092000
insertionSort, 9400, 22124504, 22115105, 0.057000
heapSort, 9400, 116047, 241494, 0.002000
quickSort, 9400, 85334, 152318, 0.001000
selectSort, 9500, 9499, 45120250, 0.094000
insertionSort, 9500, 22583311, 22573812, 0.059000
heapSort, 9500, 117228, 243956, 0.002000
quickSort, 9500, 69646, 157538, 0.001000
selectSort, 9600, 9599, 46075200, 0.096000
insertionSort, 9600, 23041034, 23031435, 0.059000
heapSort, 9600, 118549, 246698, 0.002000
quickSort, 9600, 85849, 156941, 0.001000
selectSort, 9700, 9699, 47040150, 0.098000
insertionSort, 9700, 23366988, 23357289, 0.060000
heapSort, 9700, 119971, 249642, 0.002000
quickSort, 9700, 81721, 153579, 0.001000
selectSort, 9800, 9799, 48015100, 0.100000
insertionSort, 9800, 23947683, 23937884, 0.062000
heapSort, 9800, 121404, 252608, 0.002000
quickSort, 9800, 82532, 151837, 0.001000
selectSort, 9900, 9899, 49000050, 0.102000
insertionSort, 9900, 24343311, 24333412, 0.063000
heapSort, 9900, 122888, 255676, 0.002000
quickSort, 9900, 83475, 152404, 0.001000
selectSort, 10000, 9999, 49995000, 0.104000
insertionSort, 10000, 24909076, 24899077, 0.063000
heapSort, 10000, 124259, 258518, 0.002000
quickSort, 10000, 93035, 170832, 0.002000
name, nr_of_swaps, nr_of_comparison, time_secondsHEHE
selectSort, 100, 99, 4950, 0.000000
insertionSort, 100, 2885, 2786, 0.000000
heapSort, 100, 568, 1236, 0.000000
quickSort, 100, 477, 731, 0.000000
selectSort, 200, 199, 19900, 0.000000
insertionSort, 200, 11091, 10892, 0.000000
heapSort, 200, 1354, 2908, 0.000000
quickSort, 200, 707, 1451, 0.000000
selectSort, 300, 299, 44850, 0.000000
insertionSort, 300, 22842, 22543, 0.000000
heapSort, 300, 2209, 4718, 0.000000
quickSort, 300, 1788, 2726, 0.000000
selectSort, 400, 399, 79800, 0.001000
insertionSort, 400, 39487, 39088, 0.000000
heapSort, 400, 3130, 6660, 0.000000
quickSort, 400, 1993, 3470, 0.000000
selectSort, 500, 499, 124750, 0.000000
insertionSort, 500, 62674, 62175, 0.000000
heapSort, 500, 4059, 8618, 0.000000
quickSort, 500, 2407, 4441, 0.000000
selectSort, 600, 599, 179700, 0.001000
insertionSort, 600, 88673, 88074, 0.000000
heapSort, 600, 5056, 10712, 0.000000
quickSort, 600, 3535, 5488, 0.000000
selectSort, 700, 699, 244650, 0.001000
insertionSort, 700, 120193, 119494, 0.000000
heapSort, 700, 6022, 12744, 0.000000
quickSort, 700, 5237, 8936, 0.000000
selectSort, 800, 799, 319600, 0.001000
insertionSort, 800, 166993, 166194, 0.000000
heapSort, 800, 7012, 14824, 0.000000
quickSort, 800, 4398, 8666, 0.001000
selectSort, 900, 899, 404550, 0.000000
insertionSort, 900, 201277, 200378, 0.001000
heapSort, 900, 8032, 16964, 0.000000
quickSort, 900, 6915, 10417, 0.000000
selectSort, 1000, 999, 499500, 0.001000
insertionSort, 1000, 259282, 258283, 0.001000
heapSort, 1000, 9027, 19054, 0.000000
quickSort, 1000, 6983, 10713, 0.000000
selectSort, 1100, 1099, 604450, 0.002000
insertionSort, 1100, 307460, 306361, 0.000000
heapSort, 1100, 10147, 21394, 0.001000
quickSort, 1100, 6468, 11503, 0.000000
selectSort, 1200, 1199, 719400, 0.001000
insertionSort, 1200, 358020, 356821, 0.001000
heapSort, 1200, 11247, 23694, 0.000000
quickSort, 1200, 7203, 14527, 0.001000
selectSort, 1300, 1299, 844350, 0.001000
insertionSort, 1300, 425806, 424507, 0.002000
heapSort, 1300, 12357, 26014, 0.000000
quickSort, 1300, 8138, 14525, 0.000000
selectSort, 1400, 1399, 979300, 0.002000
insertionSort, 1400, 487461, 486062, 0.001000
heapSort, 1400, 13436, 28272, 0.001000
quickSort, 1400, 10823, 17069, 0.000000
selectSort, 1500, 1499, 1124250, 0.002000
insertionSort, 1500, 559946, 558447, 0.002000
heapSort, 1500, 14543, 30586, 0.000000
quickSort, 1500, 9561, 17318, 0.000000
selectSort, 1600, 1599, 1279200, 0.003000
insertionSort, 1600, 655801, 654202, 0.002000
heapSort, 1600, 15604, 32808, 0.000000
quickSort, 1600, 10458, 18453, 0.000000
selectSort, 1700, 1699, 1444150, 0.003000
insertionSort, 1700, 734143, 732444, 0.002000
heapSort, 1700, 16782, 35264, 0.000000
quickSort, 1700, 11144, 19994, 0.001000
selectSort, 1800, 1799, 1619100, 0.003000
insertionSort, 1800, 808540, 806741, 0.002000
heapSort, 1800, 17945, 37690, 0.001000
quickSort, 1800, 10520, 19833, 0.000000
selectSort, 1900, 1899, 1804050, 0.004000
insertionSort, 1900, 907733, 905834, 0.002000
heapSort, 1900, 19032, 39964, 0.000000
quickSort, 1900, 13169, 23381, 0.001000
selectSort, 2000, 1999, 1999000, 0.004000
insertionSort, 2000, 1010744, 1008745, 0.003000
heapSort, 2000, 20143, 42286, 0.000000
quickSort, 2000, 13655, 23088, 0.000000
selectSort, 2100, 2099, 2203950, 0.005000
insertionSort, 2100, 1126821, 1124722, 0.003000
heapSort, 2100, 21348, 44796, 0.000000
quickSort, 2100, 14199, 25803, 0.001000
selectSort, 2200, 2199, 2418900, 0.005000
insertionSort, 2200, 1226283, 1224084, 0.003000
heapSort, 2200, 22524, 47248, 0.000000
quickSort, 2200, 18558, 29366, 0.001000
selectSort, 2300, 2299, 2643850, 0.005000
insertionSort, 2300, 1347877, 1345578, 0.004000
heapSort, 2300, 23690, 49680, 0.000000
quickSort, 2300, 16177, 27540, 0.000000
selectSort, 2400, 2399, 2878800, 0.006000
insertionSort, 2400, 1397585, 1395186, 0.003000
heapSort, 2400, 24930, 52260, 0.001000
quickSort, 2400, 15149, 29406, 0.000000
selectSort, 2500, 2499, 3123750, 0.007000
insertionSort, 2500, 1609554, 1607055, 0.004000
heapSort, 2500, 26021, 54542, 0.000000
quickSort, 2500, 17682, 30662, 0.001000
selectSort, 2600, 2599, 3378700, 0.007000
insertionSort, 2600, 1679068, 1676469, 0.005000
heapSort, 2600, 27371, 57342, 0.000000
quickSort, 2600, 16020, 36699, 0.000000
selectSort, 2700, 2699, 3643650, 0.008000
insertionSort, 2700, 1863417, 1860718, 0.005000
heapSort, 2700, 28444, 59588, 0.001000
quickSort, 2700, 21999, 35528, 0.000000
selectSort, 2800, 2799, 3918600, 0.008000
insertionSort, 2800, 1988520, 1985721, 0.006000
heapSort, 2800, 29631, 62062, 0.000000
quickSort, 2800, 19868, 34707, 0.000000
selectSort, 2900, 2899, 4203550, 0.009000
insertionSort, 2900, 2118385, 2115486, 0.006000
heapSort, 2900, 30852, 64604, 0.001000
quickSort, 2900, 20521, 35696, 0.000000
selectSort, 3000, 2999, 4498500, 0.010000
insertionSort, 3000, 2293663, 2290664, 0.006000
heapSort, 3000, 32066, 67132, 0.000000
quickSort, 3000, 22063, 37702, 0.000000
selectSort, 3100, 3099, 4803450, 0.011000
insertionSort, 3100, 2396872, 2393773, 0.006000
heapSort, 3100, 33311, 69722, 0.001000
quickSort, 3100, 21042, 38221, 0.000000
selectSort, 3200, 3199, 5118400, 0.011000
insertionSort, 3200, 2520493, 2517294, 0.006000
heapSort, 3200, 34546, 72292, 0.001000
quickSort, 3200, 21182, 40762, 0.000000
selectSort, 3300, 3299, 5443350, 0.012000
insertionSort, 3300, 2732179, 2728880, 0.007000
heapSort, 3300, 35758, 74816, 0.001000
quickSort, 3300, 26140, 45154, 0.000000
selectSort, 3400, 3399, 5778300, 0.013000
insertionSort, 3400, 2887470, 2884071, 0.007000
heapSort, 3400, 36939, 77278, 0.001000
quickSort, 3400, 27240, 48848, 0.000000
selectSort, 3500, 3499, 6123250, 0.014000
insertionSort, 3500, 3012012, 3008513, 0.007000
heapSort, 3500, 38227, 79954, 0.001000
quickSort, 3500, 27273, 47576, 0.000000
selectSort, 3600, 3599, 6478200, 0.014000
insertionSort, 3600, 3233221, 3229622, 0.009000
heapSort, 3600, 39428, 82456, 0.000000
quickSort, 3600, 25846, 44782, 0.001000
selectSort, 3700, 3699, 6843150, 0.014000
insertionSort, 3700, 3528846, 3525147, 0.009000
heapSort, 3700, 40617, 84934, 0.001000
quickSort, 3700, 27854, 49571, 0.000000
selectSort, 3800, 3799, 7218100, 0.015000
insertionSort, 3800, 3603028, 3599229, 0.010000
heapSort, 3800, 41891, 87582, 0.000000
quickSort, 3800, 27452, 49181, 0.001000
selectSort, 3900, 3899, 7603050, 0.016000
insertionSort, 3900, 3854879, 3850980, 0.009000
heapSort, 3900, 43082, 90064, 0.000000
quickSort, 3900, 27798, 52024, 0.001000
selectSort, 4000, 3999, 7998000, 0.017000
insertionSort, 4000, 3979100, 3975101, 0.010000
heapSort, 4000, 44319, 92638, 0.001000
quickSort, 4000, 29250, 51991, 0.000000
selectSort, 4100, 4099, 8402950, 0.018000
insertionSort, 4100, 4171718, 4167619, 0.011000
heapSort, 4100, 45519, 95138, 0.001000
quickSort, 4100, 31916, 55994, 0.000000
selectSort, 4200, 4199, 8817900, 0.019000
insertionSort, 4200, 4496234, 4492035, 0.011000
heapSort, 4200, 46799, 97798, 0.001000
quickSort, 4200, 30569, 63358, 0.000000
selectSort, 4300, 4299, 9242850, 0.020000
insertionSort, 4300, 4583255, 4578956, 0.011000
heapSort, 4300, 48226, 100752, 0.001000
quickSort, 4300, 34744, 62009, 0.001000
selectSort, 4400, 4399, 9677800, 0.020000
insertionSort, 4400, 4910856, 4906457, 0.013000
heapSort, 4400, 49391, 103182, 0.001000
quickSort, 4400, 32532, 59271, 0.000000
selectSort, 4500, 4499, 10122750, 0.021000
insertionSort, 4500, 5088956, 5084457, 0.013000
heapSort, 4500, 50685, 105870, 0.000000
quickSort, 4500, 33549, 59689, 0.001000
selectSort, 4600, 4599, 10577700, 0.022000
insertionSort, 4600, 5295892, 5291293, 0.014000
heapSort, 4600, 51935, 108470, 0.001000
quickSort, 4600, 32685, 64340, 0.000000
selectSort, 4700, 4699, 11042650, 0.023000
insertionSort, 4700, 5501090, 5496391, 0.015000
heapSort, 4700, 53249, 111198, 0.001000
quickSort, 4700, 42232, 69283, 0.000000
selectSort, 4800, 4799, 11517600, 0.024000
insertionSort, 4800, 5797344, 5792545, 0.015000
heapSort, 4800, 54539, 113878, 0.001000
quickSort, 4800, 39733, 65169, 0.000000
selectSort, 4900, 4899, 12002550, 0.025000
insertionSort, 4900, 6031664, 6026765, 0.015000
heapSort, 4900, 55799, 116498, 0.001000
quickSort, 4900, 36996, 66718, 0.000000
selectSort, 5000, 4999, 12497500, 0.026000
insertionSort, 5000, 6216466, 6211467, 0.016000
heapSort, 5000, 57153, 119306, 0.001000
quickSort, 5000, 36110, 70604, 0.001000
selectSort, 5100, 5099, 13002450, 0.027000
insertionSort, 5100, 6593645, 6588546, 0.016000
heapSort, 5100, 58372, 121844, 0.002000
quickSort, 5100, 39000, 68822, 0.001000
selectSort, 5200, 5199, 13517400, 0.028000
insertionSort, 5200, 6775708, 6770509, 0.017000
heapSort, 5200, 59689, 124578, 0.001000
quickSort, 5200, 40216, 83130, 0.001000
selectSort, 5300, 5299, 14042350, 0.029000
insertionSort, 5300, 6963556, 6958257, 0.018000
heapSort, 5300, 60965, 127230, 0.001000
quickSort, 5300, 35976, 74140, 0.001000
selectSort, 5400, 5399, 14577300, 0.030000
insertionSort, 5400, 7374477, 7369078, 0.020000
heapSort, 5400, 62298, 129996, 0.001000
quickSort, 5400, 37633, 76715, 0.000000
selectSort, 5500, 5499, 15122250, 0.032000
insertionSort, 5500, 7519117, 7513618, 0.020000
heapSort, 5500, 63686, 132872, 0.001000
quickSort, 5500, 40099, 76952, 0.000000
selectSort, 5600, 5599, 15677200, 0.034000
insertionSort, 5600, 7908532, 7902933, 0.021000
heapSort, 5600, 65011, 135622, 0.001000
quickSort, 5600, 42296, 78828, 0.000000
selectSort, 5700, 5699, 16242150, 0.035000
insertionSort, 5700, 8109961, 8104262, 0.021000
heapSort, 5700, 66348, 138396, 0.001000
quickSort, 5700, 46422, 83446, 0.001000
selectSort, 5800, 5799, 16817100, 0.036000
insertionSort, 5800, 8357815, 8352016, 0.022000
heapSort, 5800, 67616, 141032, 0.001000
quickSort, 5800, 44802, 82776, 0.000000
selectSort, 5900, 5899, 17402050, 0.038000
insertionSort, 5900, 8706661, 8700762, 0.022000
heapSort, 5900, 68826, 143552, 0.001000
quickSort, 5900, 47851, 80570, 0.001000
selectSort, 6000, 5999, 17997000, 0.037000
insertionSort, 6000, 8963233, 8957234, 0.024000
heapSort, 6000, 70176, 146352, 0.001000
quickSort, 6000, 53831, 88429, 0.000000
selectSort, 6100, 6099, 18601950, 0.040000
insertionSort, 6100, 9340398, 9334299, 0.025000
heapSort, 6100, 71501, 149102, 0.001000
quickSort, 6100, 58572, 99607, 0.000000
selectSort, 6200, 6199, 19216900, 0.041000
insertionSort, 6200, 9589885, 9583686, 0.025000
heapSort, 6200, 72748, 151696, 0.002000
quickSort, 6200, 53249, 92366, 0.000000
selectSort, 6300, 6299, 19841850, 0.043000
insertionSort, 6300, 10154061, 10147762, 0.027000
heapSort, 6300, 74118, 154536, 0.001000
quickSort, 6300, 47582, 89983, 0.001000
selectSort, 6400, 6399, 20476800, 0.044000
insertionSort, 6400, 10197035, 10190636, 0.026000
heapSort, 6400, 75392, 157184, 0.002000
quickSort, 6400, 51553, 94205, 0.000000
selectSort, 6500, 6499, 21121750, 0.045000
insertionSort, 6500, 10616663, 10610164, 0.028000
heapSort, 6500, 76694, 159888, 0.002000
quickSort, 6500, 50230, 93351, 0.000000
selectSort, 6600, 6599, 21776700, 0.047000
insertionSort, 6600, 10782404, 10775805, 0.029000
heapSort, 6600, 78127, 162854, 0.001000
quickSort, 6600, 60612, 103175, 0.001000
selectSort, 6700, 6699, 22441650, 0.048000
insertionSort, 6700, 11407737, 11401038, 0.029000
heapSort, 6700, 79354, 165408, 0.001000
quickSort, 6700, 51595, 96356, 0.001000
selectSort, 6800, 6799, 23116600, 0.050000
insertionSort, 6800, 11504351, 11497552, 0.030000
heapSort, 6800, 80574, 167948, 0.001000
quickSort, 6800, 63000, 110244, 0.001000
selectSort, 6900, 6899, 23801550, 0.051000
insertionSort, 6900, 11914957, 11908058, 0.031000
heapSort, 6900, 81986, 170872, 0.001000
quickSort, 6900, 56025, 101020, 0.001000
selectSort, 7000, 6999, 24496500, 0.051000
insertionSort, 7000, 12509571, 12502572, 0.032000
heapSort, 7000, 83272, 173544, 0.001000
quickSort, 7000, 58659, 106917, 0.001000
selectSort, 7100, 7099, 25201450, 0.053000
insertionSort, 7100, 12550852, 12543753, 0.033000
heapSort, 7100, 84763, 176626, 0.001000
quickSort, 7100, 52563, 103360, 0.001000
selectSort, 7200, 7199, 25916400, 0.055000
insertionSort, 7200, 12946661, 12939462, 0.034000
heapSort, 7200, 85944, 179088, 0.001000
quickSort, 7200, 63768, 102127, 0.001000
selectSort, 7300, 7299, 26641350, 0.057000
insertionSort, 7300, 13301602, 13294303, 0.035000
heapSort, 7300, 87323, 181946, 0.002000
quickSort, 7300, 58377, 108794, 0.001000
selectSort, 7400, 7399, 27376300, 0.058000
insertionSort, 7400, 13578097, 13570698, 0.036000
heapSort, 7400, 88620, 184640, 0.001000
quickSort, 7400, 58397, 106331, 0.001000
selectSort, 7500, 7499, 28121250, 0.061000
insertionSort, 7500, 14054919, 14047420, 0.037000
heapSort, 7500, 89964, 187428, 0.001000
quickSort, 7500, 58350, 113299, 0.001000
selectSort, 7600, 7599, 28876200, 0.063000
insertionSort, 7600, 14200683, 14193084, 0.038000
heapSort, 7600, 91452, 190504, 0.001000
quickSort, 7600, 63285, 107319, 0.001000
selectSort, 7700, 7699, 29641150, 0.064000
insertionSort, 7700, 14903623, 14895924, 0.039000
heapSort, 7700, 92730, 193160, 0.001000
quickSort, 7700, 61403, 117144, 0.001000
selectSort, 7800, 7799, 30416100, 0.064000
insertionSort, 7800, 15344630, 15336831, 0.040000
heapSort, 7800, 94039, 195878, 0.002000
quickSort, 7800, 54758, 113330, 0.000000
selectSort, 7900, 7899, 31201050, 0.066000
insertionSort, 7900, 15621408, 15613509, 0.040000
heapSort, 7900, 95363, 198626, 0.002000
quickSort, 7900, 68235, 118776, 0.000000
selectSort, 8000, 7999, 31996000, 0.069000
insertionSort, 8000, 16023188, 16015189, 0.043000
heapSort, 8000, 96813, 201626, 0.001000
quickSort, 8000, 59837, 129724, 0.001000
selectSort, 8100, 8099, 32800950, 0.070000
insertionSort, 8100, 16177983, 16169884, 0.042000
heapSort, 8100, 98012, 204124, 0.002000
quickSort, 8100, 71191, 124197, 0.001000
selectSort, 8200, 8199, 33615900, 0.072000
insertionSort, 8200, 16865277, 16857078, 0.044000
heapSort, 8200, 99320, 206840, 0.001000
quickSort, 8200, 58955, 128725, 0.001000
selectSort, 8300, 8299, 34440850, 0.072000
insertionSort, 8300, 16974279, 16965980, 0.043000
heapSort, 8300, 100788, 209876, 0.002000
quickSort, 8300, 73075, 139297, 0.001000
selectSort, 8400, 8399, 35275800, 0.091000
insertionSort, 8400, 17407244, 17398845, 0.046000
heapSort, 8400, 102079, 212558, 0.001000
quickSort, 8400, 71471, 125021, 0.001000
selectSort, 8500, 8499, 36120750, 0.079000
insertionSort, 8500, 18278222, 18269723, 0.048000
heapSort, 8500, 103393, 215286, 0.002000
quickSort, 8500, 75080, 130549, 0.001000
selectSort, 8600, 8599, 36975700, 0.078000
insertionSort, 8600, 18743686, 18735087, 0.049000
heapSort, 8600, 104783, 218166, 0.002000
quickSort, 8600, 74928, 133093, 0.001000
selectSort, 8700, 8699, 37840650, 0.079000
insertionSort, 8700, 19082081, 19073382, 0.049000
heapSort, 8700, 106138, 220976, 0.001000
quickSort, 8700, 78953, 141171, 0.001000
selectSort, 8800, 8799, 38715600, 0.082000
insertionSort, 8800, 19147655, 19138856, 0.049000
heapSort, 8800, 107568, 223936, 0.002000
quickSort, 8800, 77472, 131161, 0.001000
selectSort, 8900, 8899, 39600550, 0.085000
insertionSort, 8900, 19806603, 19797704, 0.051000
heapSort, 8900, 108934, 226768, 0.002000
quickSort, 8900, 80900, 147437, 0.002000
selectSort, 9000, 8999, 40495500, 0.085000
insertionSort, 9000, 20196762, 20187763, 0.054000
heapSort, 9000, 110451, 229902, 0.001000
quickSort, 9000, 70574, 128591, 0.001000
selectSort, 9100, 9099, 41400450, 0.088000
insertionSort, 9100, 20863801, 20854702, 0.052000
heapSort, 9100, 111636, 232372, 0.002000
quickSort, 9100, 77800, 158235, 0.002000
selectSort, 9200, 9199, 42315400, 0.089000
insertionSort, 9200, 21161518, 21152319, 0.056000
